time,load,Pd,Qd
645,290.0,LOAD2,213.0,202.016
646,290.0,LOAD5,230.0,248.6307
647,290.0,LOAD19,61.0,-0.46184
648,290.0,LOAD8,61.0,-2.2799
649,290.0,LOAD13,43.0,-2.4224
650,290.0,LOAD15,236.0,226.1858
651,290.0,LOAD14,150.0,144.9211
652,290.0,LOAD4,22.0,-2.2799
653,290.0,LOAD6,24.0,-1.6361
654,290.0,LOAD18,68.0,-0.034361
655,290.0,LOAD17,46.0,-1.9949
656,290.0,LOAD7,23.0,-1.528
657,290.0,LOAD21,175.0,201.8736
658,290.0,LOAD11,41.0,-1.4936
659,290.0,LOAD16,183.0,200.8074
660,290.0,LOAD12,23.0,-4.4436
661,290.0,LOAD1,46.0,-1.9949
662,290.0,LOAD3,23.0,-4.0505
663,290.0,LOAD23,49.0,-0.28498
664,290.0,LOAD9,68.0,-1.8868
665,290.0,LOAD20,175.0,214.9559
666,290.0,LOAD22,24.0,-1.528
667,300.0,LOAD2,53.0,-0.46184
668,300.0,LOAD4,22.0,-2.2799
669,300.0,LOAD7,23.0,-1.528
670,300.0,LOAD15,236.0,226.1858
671,300.0,LOAD11,41.0,-1.4936
672,300.0,LOAD16,183.0,200.8074
673,300.0,LOAD17,46.0,-1.9949
674,300.0,LOAD3,23.0,-4.0505
675,300.0,LOAD6,24.0,-1.6361
676,300.0,LOAD1,46.0,-1.9949
677,300.0,LOAD18,68.0,-0.034361
678,300.0,LOAD12,23.0,-4.4436
679,300.0,LOAD10,325.0,250.5325
680,300.0,LOAD14,150.0,144.9211
681,300.0,LOAD22,24.0,-1.528
682,300.0,LOAD21,175.0,201.8736
683,300.0,LOAD23,49.0,-0.28498
684,300.0,LOAD5,230.0,248.6307
685,300.0,LOAD13,203.0,200.0555
686,300.0,LOAD20,5.0,-0.17685
687,300.0,LOAD19,61.0,-0.46184
688,300.0,LOAD8,61.0,-2.2799
689,300.0,LOAD9,248.0,225.9009
690,310.0,LOAD23,49.0,-0.28498
691,310.0,LOAD19,61.0,-0.46184
692,310.0,LOAD11,41.0,-1.4936
693,310.0,LOAD1,46.0,-1.9949
694,310.0,LOAD21,315.0,379.0417
695,310.0,LOAD8,61.0,-2.2799
696,310.0,LOAD5,230.0,248.6307
697,310.0,LOAD13,203.0,200.0555
698,310.0,LOAD3,23.0,-4.0505
699,310.0,LOAD9,248.0,225.9009
700,310.0,LOAD14,150.0,144.9211
701,310.0,LOAD6,24.0,-1.6361
702,310.0,LOAD15,236.0,226.1858
703,310.0,LOAD22,24.0,-1.528
704,310.0,LOAD7,23.0,-1.528
705,310.0,LOAD17,46.0,-1.9949
706,310.0,LOAD12,203.0,223.344
707,310.0,LOAD4,22.0,-2.2799
708,310.0,LOAD10,475.0,440.3555
709,310.0,LOAD2,53.0,-0.46184
710,310.0,LOAD18,68.0,-0.034361
711,310.0,LOAD20,195.0,240.2656
712,310.0,LOAD16,23.0,-1.6705
713,320.0,LOAD10,475.0,440.3555
714,320.0,LOAD14,150.0,144.9211
715,320.0,LOAD19,221.0,202.016
716,320.0,LOAD2,53.0,-0.46184
717,320.0,LOAD8,201.0,174.8883
718,320.0,LOAD13,43.0,-2.4224
719,320.0,LOAD15,236.0,226.1858
720,320.0,LOAD12,203.0,223.344
721,320.0,LOAD9,248.0,225.9009
722,320.0,LOAD21,155.0,176.5638
723,320.0,LOAD4,22.0,-2.2799
724,320.0,LOAD5,30.0,-4.4667
725,320.0,LOAD1,226.0,225.7927
726,320.0,LOAD7,23.0,-1.528
727,320.0,LOAD3,23.0,-4.0505
728,320.0,LOAD22,24.0,-1.528
729,320.0,LOAD18,68.0,-0.034361
730,320.0,LOAD17,226.0,225.7927
731,320.0,LOAD11,41.0,-1.4936
732,320.0,LOAD16,23.0,-1.6705
733,320.0,LOAD6,204.0,226.1515
734,320.0,LOAD23,49.0,-0.28498
735,320.0,LOAD20,195.0,240.2656
736,330.0,LOAD5,30.0,-4.4667
737,330.0,LOAD21,155.0,176.5638
738,330.0,LOAD10,125.0,-2.5649
739,330.0,LOAD2,153.0,126.0868
740,330.0,LOAD3,193.0,211.0823
741,330.0,LOAD8,201.0,174.8883
742,330.0,LOAD13,43.0,-2.4224
743,330.0,LOAD20,195.0,240.2656
744,330.0,LOAD12,23.0,-4.4436
745,330.0,LOAD9,68.0,-1.8868
746,330.0,LOAD16,23.0,-1.6705
747,330.0,LOAD1,226.0,225.7927
748,330.0,LOAD23,49.0,-0.28498
749,330.0,LOAD14,30.0,-6.9373
750,330.0,LOAD22,24.0,-1.528
751,330.0,LOAD4,22.0,-2.2799
752,330.0,LOAD18,68.0,-0.034361
753,330.0,LOAD15,236.0,226.1858
754,330.0,LOAD11,41.0,-1.4936
755,330.0,LOAD7,23.0,-1.528
756,330.0,LOAD17,226.0,225.7927
757,330.0,LOAD19,221.0,202.016
758,330.0,LOAD6,204.0,226.1515
759,340.0,LOAD6,24.0,-1.6361
760,340.0,LOAD11,41.0,-1.4936
761,340.0,LOAD3,193.0,211.0823
762,340.0,LOAD13,43.0,-2.4224
763,340.0,LOAD17,226.0,225.7927
764,340.0,LOAD20,195.0,240.2656
765,340.0,LOAD5,30.0,-4.4667
766,340.0,LOAD22,24.0,-1.528
767,340.0,LOAD16,23.0,-1.6705
768,340.0,LOAD9,68.0,-1.8868
769,340.0,LOAD18,68.0,-0.034361
770,340.0,LOAD12,23.0,-4.4436
771,340.0,LOAD4,42.0,-2.2799
772,340.0,LOAD10,125.0,-2.5649
773,340.0,LOAD23,49.0,-0.28498
774,340.0,LOAD21,15.0,-0.60433
775,340.0,LOAD14,30.0,-6.9373
776,340.0,LOAD8,201.0,174.8883
777,340.0,LOAD1,226.0,225.7927
778,340.0,LOAD15,56.0,-1.6018
779,340.0,LOAD7,23.0,-1.528
780,340.0,LOAD2,113.0,126.0868
781,340.0,LOAD19,61.0,-0.46184
782,350.0,LOAD17,226.0,225.7927
783,350.0,LOAD21,15.0,-0.60433
784,350.0,LOAD23,229.0,227.5026
785,350.0,LOAD15,56.0,-1.6018
786,350.0,LOAD1,226.0,225.7927
787,350.0,LOAD20,5.0,-0.17685
788,350.0,LOAD22,24.0,-1.528
789,350.0,LOAD5,30.0,-4.4667
790,350.0,LOAD4,42.0,-2.2799
791,350.0,LOAD19,171.0,138.7417
792,350.0,LOAD3,23.0,-4.0505
793,350.0,LOAD8,201.0,174.8883
794,350.0,LOAD18,68.0,-0.034361
795,350.0,LOAD2,113.0,126.0868
796,350.0,LOAD7,23.0,-1.528
797,350.0,LOAD12,23.0,-4.4436
798,350.0,LOAD10,125.0,-2.5649
799,350.0,LOAD14,30.0,-6.9373
800,350.0,LOAD9,68.0,-1.8868
801,350.0,LOAD16,23.0,-1.6705
802,350.0,LOAD13,43.0,-2.4224
803,350.0,LOAD11,41.0,-1.4936
804,350.0,LOAD6,24.0,-1.6361
805,360.0,LOAD15,56.0,-1.6018
806,360.0,LOAD1,226.0,225.7927
807,360.0,LOAD2,113.0,126.0868
808,360.0,LOAD17,226.0,225.7927
809,360.0,LOAD10,125.0,-2.5649
810,360.0,LOAD4,265.0,-2.2799
811,360.0,LOAD11,41.0,-1.4936
812,360.0,LOAD5,30.0,-4.4667
813,360.0,LOAD14,30.0,-6.9373
814,360.0,LOAD7,23.0,-1.528
815,360.0,LOAD6,24.0,-1.6361
816,360.0,LOAD16,23.0,-1.6705
817,360.0,LOAD8,61.0,-2.2799
818,360.0,LOAD22,24.0,-1.528
819,360.0,LOAD3,23.0,-4.0505
820,360.0,LOAD19,351.0,366.5293
821,360.0,LOAD18,68.0,-0.034361
822,360.0,LOAD20,5.0,-0.17685
823,360.0,LOAD21,15.0,-0.60433
824,360.0,LOAD23,229.0,227.5026
825,360.0,LOAD12,23.0,-4.4436
826,360.0,LOAD13,43.0,-2.4224
827,360.0,LOAD9,68.0,-1.8868
828,370.0,LOAD6,24.0,-1.6361
829,370.0,LOAD13,43.0,-2.4224
830,370.0,LOAD3,23.0,-4.0505
831,370.0,LOAD11,201.0,200.9842
832,370.0,LOAD4,226.0,-11.8478
833,370.0,LOAD1,46.0,-1.9949
834,370.0,LOAD16,23.0,-1.6705
835,370.0,LOAD23,429.0,480.6
836,370.0,LOAD18,68.0,-0.034361
837,370.0,LOAD19,351.0,366.5293
838,370.0,LOAD5,30.0,-4.4667
839,370.0,LOAD22,124.0,125.0207
840,370.0,LOAD17,46.0,-1.9949
841,370.0,LOAD12,23.0,-4.4436
842,370.0,LOAD14,30.0,-6.9373
843,370.0,LOAD15,56.0,-1.6018
844,370.0,LOAD21,15.0,-0.60433
845,370.0,LOAD8,61.0,-2.2799
846,370.0,LOAD20,5.0,-0.17685
847,370.0,LOAD7,23.0,-1.528
848,370.0,LOAD9,68.0,-1.8868
849,370.0,LOAD2,113.0,126.0868
850,370.0,LOAD10,125.0,-2.5649
851,380.0,LOAD9,68.0,-1.8868
852,380.0,LOAD3,23.0,-4.0505
853,380.0,LOAD13,43.0,-2.4224
854,380.0,LOAD16,23.0,-1.6705
855,380.0,LOAD2,113.0,126.0868
856,380.0,LOAD22,124.0,125.0207
857,380.0,LOAD21,15.0,-0.60433
858,380.0,LOAD1,125.0,-13.2518
859,380.0,LOAD18,238.0,215.0984
860,380.0,LOAD19,351.0,366.5293
861,380.0,LOAD20,5.0,-0.17685
862,380.0,LOAD10,125.0,-2.5649
863,380.0,LOAD12,23.0,-4.4436
864,380.0,LOAD23,249.0,252.8124
865,380.0,LOAD4,448.0,228.5947
866,380.0,LOAD7,23.0,-1.528
867,380.0,LOAD8,61.0,-2.2799
868,380.0,LOAD6,24.0,-1.6361
869,380.0,LOAD14,30.0,-6.9373
870,380.0,LOAD5,360.0,260.9145
871,380.0,LOAD15,56.0,-1.6018
872,380.0,LOAD11,201.0,200.9842
873,380.0,LOAD17,125.0,-13.2518
874,390.0,LOAD3,23.0,-4.0505
875,390.0,LOAD17,209.0,-16.4411
876,390.0,LOAD9,118.0,-1.8868
877,390.0,LOAD5,353.0,264.1038
878,390.0,LOAD2,113.0,126.0868
879,390.0,LOAD16,363.0,428.595
880,390.0,LOAD11,201.0,200.9842
881,390.0,LOAD18,238.0,215.0984
882,390.0,LOAD13,178.0,200.0555
883,390.0,LOAD14,30.0,-6.9373
884,390.0,LOAD12,23.0,-4.4436
885,390.0,LOAD21,15.0,-0.60433
886,390.0,LOAD15,56.0,-1.6018
887,390.0,LOAD10,125.0,-2.5649
888,390.0,LOAD8,61.0,-2.2799
889,390.0,LOAD7,23.0,-1.528
890,390.0,LOAD4,442.0,231.3284
891,390.0,LOAD20,175.0,214.9559
892,390.0,LOAD19,301.0,366.5293
893,390.0,LOAD6,24.0,-1.6361
894,390.0,LOAD22,124.0,125.0207
895,390.0,LOAD1,209.0,-16.4411
896,390.0,LOAD23,249.0,252.8124
897,400.0,LOAD13,178.0,200.0555
898,400.0,LOAD10,125.0,-2.5649
899,400.0,LOAD23,49.0,-0.28498
900,400.0,LOAD21,15.0,-0.60433
901,400.0,LOAD18,368.0,379.6117
902,400.0,LOAD5,373.0,289.4135
903,400.0,LOAD7,23.0,-1.528
904,400.0,LOAD20,175.0,214.9559
905,400.0,LOAD2,173.0,202.016
906,400.0,LOAD15,56.0,-1.6018
907,400.0,LOAD3,98.0,-4.0505
908,400.0,LOAD19,121.0,138.7417
909,400.0,LOAD8,141.0,-2.2799
910,400.0,LOAD22,3436.37,125.0207
911,400.0,LOAD16,363.0,428.595
912,400.0,LOAD4,750.0,176.6548
913,400.0,LOAD1,302.0,-13.2518
914,400.0,LOAD17,302.0,-13.2518
915,400.0,LOAD9,3685.24,-1.8868
916,400.0,LOAD11,201.0,200.9842
917,400.0,LOAD6,234.0,226.1515
918,400.0,LOAD14,2674.0,295.6637
919,400.0,LOAD12,203.0,223.344
920,410.0,LOAD6,234.0,226.1515
921,410.0,LOAD11,41.0,-1.4936
922,410.0,LOAD2,291.0,199.2824
923,410.0,LOAD10,125.0,-2.5649
924,410.0,LOAD8,295.0,-2.2799
925,410.0,LOAD14,2733.0,322.0893
926,410.0,LOAD1,639.0,-13.2518
927,410.0,LOAD19,11.0,-0.46184
928,410.0,LOAD4,1298.0,157.0544
929,410.0,LOAD22,3436.37,125.0207
930,410.0,LOAD23,9.0,-0.28498
931,410.0,LOAD13,178.0,200.0555
932,410.0,LOAD21,155.0,176.5638
933,410.0,LOAD20,175.0,214.9559
934,410.0,LOAD7,23.0,-1.528
935,410.0,LOAD9,3795.24,-1.8868
936,410.0,LOAD17,639.0,-13.2518
937,410.0,LOAD16,183.0,200.8074
938,410.0,LOAD3,268.0,211.0823
939,410.0,LOAD18,368.0,379.6117
940,410.0,LOAD5,465.0,289.4135
941,410.0,LOAD15,56.0,-1.6018
942,410.0,LOAD12,3831.39,223.344
943,420.0,LOAD4,619.0,-60.1518
944,420.0,LOAD7,23.0,-1.528
945,420.0,LOAD10,125.0,-2.5649
946,420.0,LOAD17,703.0,-42.411
947,420.0,LOAD8,265.0,-2.2799
948,420.0,LOAD19,171.0,202.016
949,420.0,LOAD23,9.0,-0.28498
950,420.0,LOAD12,3771.39,147.4148
951,420.0,LOAD6,96.0,-7.1035
952,420.0,LOAD18,138.0,164.4789
953,420.0,LOAD16,23.0,-1.6705
954,420.0,LOAD22,3436.37,125.0207
955,420.0,LOAD2,173.0,202.016
956,420.0,LOAD20,5.0,-0.17685
957,420.0,LOAD5,297.0,36.3162
958,420.0,LOAD13,18.0,-2.4224
959,420.0,LOAD1,703.0,-42.411
960,420.0,LOAD11,41.0,-1.4936
961,420.0,LOAD9,3585.24,-1.8868
962,420.0,LOAD21,347.0,375.8524
963,420.0,LOAD15,56.0,-1.6018
964,420.0,LOAD14,413.0,319.3556
965,420.0,LOAD3,304.0,208.3486
966,430.0,LOAD17,864.0,-62.5025
967,430.0,LOAD21,502.0,355.4497
968,430.0,LOAD14,395.0,316.1663
969,430.0,LOAD5,23.0,-1.2774
970,430.0,LOAD19,171.0,202.016
971,430.0,LOAD2,173.0,202.016
972,430.0,LOAD4,561.0,-46.4834
973,430.0,LOAD20,5.0,-0.17685
974,430.0,LOAD7,23.0,-1.528
975,430.0,LOAD8,2689.0,-2.2799
976,430.0,LOAD11,41.0,-1.4936
977,430.0,LOAD1,864.0,-62.5025
978,430.0,LOAD16,23.0,-1.6705
979,430.0,LOAD3,128.0,-4.0505
980,430.0,LOAD10,4617.88,-2.5649
981,430.0,LOAD23,9.0,-0.28498
982,430.0,LOAD12,3765.39,150.1485
983,430.0,LOAD22,49.0,-12.9183
984,430.0,LOAD9,3765.24,225.9009
985,430.0,LOAD13,18.0,-2.4224
986,430.0,LOAD18,8.0,-0.034361
987,430.0,LOAD15,56.0,-1.6018
988,430.0,LOAD6,217.0,27.4594
989,440.0,LOAD8,405.0,-2.2799
990,440.0,LOAD7,23.0,-1.528
991,440.0,LOAD21,337.0,166.8912
992,440.0,LOAD18,8.0,-0.034361
993,440.0,LOAD17,985.0,-51.2456
994,440.0,LOAD4,623.0,-24.614
995,440.0,LOAD1,985.0,-51.2456
996,440.0,LOAD16,23.0,-1.6705
997,440.0,LOAD11,63.0,-1.4936
998,440.0,LOAD9,3765.24,225.9009
999,440.0,LOAD10,4517.88,-2.5649
1000,440.0,LOAD22,201.0,15.1515
1001,440.0,LOAD12,137.0,150.1485
1002,440.0,LOAD23,9.0,-0.28498
1003,440.0,LOAD15,56.0,-1.6018
1004,440.0,LOAD14,393.0,138.9982
1005,440.0,LOAD20,5.0,-0.17685
1006,440.0,LOAD19,11.0,-0.46184
1007,440.0,LOAD2,13.0,-0.46184
1008,440.0,LOAD5,23.0,-1.2774
1009,440.0,LOAD13,18.0,-2.4224
1010,440.0,LOAD3,264.0,-6.7842
1011,440.0,LOAD6,211.0,30.1931
1012,450.0,LOAD22,208.0,11.9622
1013,450.0,LOAD20,5.0,-0.17685
1014,450.0,LOAD1,757.0,-38.4884
1015,450.0,LOAD18,8.0,-0.034361
1016,450.0,LOAD9,258.0,225.9009
1017,450.0,LOAD21,415.0,164.8963
1018,450.0,LOAD23,9.0,-0.28498
1019,450.0,LOAD12,197.0,150.1485
1020,450.0,LOAD19,11.0,-0.46184
1021,450.0,LOAD5,23.0,-1.2774
1022,450.0,LOAD16,23.0,-1.6705
1023,450.0,LOAD2,13.0,-0.46184
1024,450.0,LOAD6,265.0,30.1931
1025,450.0,LOAD4,451.0,-16.4129
1026,450.0,LOAD15,16.0,-1.6018
1027,450.0,LOAD8,479.0,-2.2799
1028,450.0,LOAD11,277.0,200.9842
1029,450.0,LOAD13,18.0,-2.4224
1030,450.0,LOAD10,25.0,-2.5649
1031,450.0,LOAD7,23.0,-1.528
1032,450.0,LOAD17,757.0,-38.4884
1033,450.0,LOAD3,124.0,-6.7842
1034,450.0,LOAD14,376.0,-23.3394
1035,460.0,LOAD13,18.0,-2.4224
1036,460.0,LOAD20,35.0,-0.17685
1037,460.0,LOAD2,205.0,-5.9292
1038,460.0,LOAD7,23.0,-1.528
1039,460.0,LOAD17,736.0,-18.397
1040,460.0,LOAD10,25.0,-2.5649
1041,460.0,LOAD12,175.0,-28.1355
1042,460.0,LOAD5,23.0,-1.2774
1043,460.0,LOAD11,680.0,190.0495
1044,460.0,LOAD4,389.0,-16.4129
1045,460.0,LOAD19,11.0,-0.46184
1046,460.0,LOAD9,18.0,-1.8868
1047,460.0,LOAD14,360.0,-20.6057
1048,460.0,LOAD23,9.0,-0.28498
1049,460.0,LOAD22,632.0,-2.6174
1050,460.0,LOAD21,257.0,-25.7356
1051,460.0,LOAD8,236.0,-5.0136
1052,460.0,LOAD3,270.0,-21.2303
1053,460.0,LOAD16,23.0,-1.6705
1054,460.0,LOAD15,16.0,-1.6018
1055,460.0,LOAD6,322.0,30.1931
1056,460.0,LOAD18,8.0,-0.034361
1057,460.0,LOAD1,736.0,-18.397
1058,470.0,LOAD16,23.0,-1.6705
1059,470.0,LOAD19,11.0,-0.46184
1060,470.0,LOAD22,502.0,20.1633
1061,470.0,LOAD9,18.0,-1.8868
1062,470.0,LOAD10,225.0,250.5325
1063,470.0,LOAD17,804.0,-12.9296
1064,470.0,LOAD1,804.0,-12.9296
1065,470.0,LOAD14,484.0,-23.3394
1066,470.0,LOAD21,158.0,-8.0666
1067,470.0,LOAD13,48.0,-2.4224
1068,470.0,LOAD6,502.0,257.9807
1069,470.0,LOAD20,225.0,240.2656
1070,470.0,LOAD4,389.0,-21.1098
1071,470.0,LOAD23,9.0,-0.28498
1072,470.0,LOAD15,196.0,226.1858
1073,470.0,LOAD11,588.0,-27.008
1074,470.0,LOAD18,8.0,-0.034361
1075,470.0,LOAD7,23.0,-1.528
1076,470.0,LOAD2,291.0,-0.46184
1077,470.0,LOAD12,275.0,-28.1355
1078,470.0,LOAD8,236.0,-5.0136
1079,470.0,LOAD3,102.0,-15.3074
1080,470.0,LOAD5,23.0,-1.2774
1081,480.0,LOAD9,18.0,-1.8868
1082,480.0,LOAD22,558.0,-32.6879
1083,480.0,LOAD19,11.0,-0.46184
1084,480.0,LOAD1,972.0,220.3254
1085,480.0,LOAD4,444.0,-34.7782
1086,480.0,LOAD17,972.0,220.3254
1087,480.0,LOAD15,202.0,223.4522
1088,480.0,LOAD7,23.0,-1.528
1089,480.0,LOAD13,18.0,-2.4224
1090,480.0,LOAD18,8.0,-0.034361
1091,480.0,LOAD21,140.0,-8.0666
1092,480.0,LOAD11,930.0,-21.5406
1093,480.0,LOAD5,23.0,-1.2774
1094,480.0,LOAD16,23.0,-1.6705
1095,480.0,LOAD3,102.0,-15.3074
1096,480.0,LOAD23,209.0,252.8124
1097,480.0,LOAD12,260.0,-28.1355
1098,480.0,LOAD2,419.0,-58.7804
1099,480.0,LOAD14,15.0,-0.10308
1100,480.0,LOAD10,225.0,250.5325
1101,480.0,LOAD6,535.0,257.9807
1102,480.0,LOAD20,2307.0,240.2656
1103,480.0,LOAD8,2403.0,172.1546
1104,490.0,LOAD15,202.0,223.4522
1105,490.0,LOAD3,272.0,199.8254
1106,490.0,LOAD1,1242.0,220.3254
1107,490.0,LOAD11,534.0,-8.7835
1108,490.0,LOAD13,178.0,200.0555
1109,490.0,LOAD4,354.0,-13.9851
1110,490.0,LOAD21,15.0,-0.60433
1111,490.0,LOAD6,343.0,30.1931
1112,490.0,LOAD17,1242.0,220.3254
1113,490.0,LOAD16,23.0,-1.6705
1114,490.0,LOAD14,15.0,-0.10308
1115,490.0,LOAD20,225.0,240.2656
1116,490.0,LOAD10,375.0,440.3555
1117,490.0,LOAD19,191.0,227.3258
1118,490.0,LOAD22,770.0,-38.1553
1119,490.0,LOAD12,386.0,196.9185
1120,490.0,LOAD23,389.0,480.6
1121,490.0,LOAD8,2331.0,172.1546
1122,490.0,LOAD2,551.0,56.8336
1123,490.0,LOAD9,18.0,-1.8868
1124,490.0,LOAD18,8.0,-0.034361
1125,490.0,LOAD7,23.0,-1.528
1126,490.0,LOAD5,23.0,-1.2774
1127,500.0,LOAD14,15.0,-0.10308
1128,500.0,LOAD3,272.0,199.8254
1129,500.0,LOAD5,553.0,517.2011
1130,500.0,LOAD7,23.0,-1.528
1131,500.0,LOAD22,622.0,20.1633
1132,500.0,LOAD11,638.0,193.6944
1133,500.0,LOAD4,22.0,-2.2799
1134,500.0,LOAD10,375.0,440.3555
1135,500.0,LOAD13,178.0,200.0555
1136,500.0,LOAD19,216.0,227.3258
1137,500.0,LOAD20,345.0,240.2656
1138,500.0,LOAD12,286.0,196.9185
1139,500.0,LOAD23,189.0,227.5026
1140,500.0,LOAD18,8.0,-0.034361
1141,500.0,LOAD9,18.0,-1.8868
1142,500.0,LOAD8,2321.0,172.1546
1143,500.0,LOAD6,383.0,30.1931
1144,500.0,LOAD21,15.0,-0.60433
1145,500.0,LOAD17,1244.0,214.858
1146,500.0,LOAD1,1244.0,214.858
1147,500.0,LOAD2,846.0,48.7115
1148,500.0,LOAD15,285.0,217.0663
1149,500.0,LOAD16,183.0,200.8074
1150,510.0,LOAD21,181.0,176.5638
1151,510.0,LOAD5,645.0,517.2011
1152,510.0,LOAD7,23.0,-1.528
1153,510.0,LOAD20,76.0,-2.9105
1154,510.0,LOAD12,366.0,196.9185
1155,510.0,LOAD16,330.0,161.5312
1156,510.0,LOAD18,8.0,-0.034361
1157,510.0,LOAD1,980.0,203.0121
1158,510.0,LOAD3,96.0,-12.5737
1159,510.0,LOAD9,18.0,-1.8868
1160,510.0,LOAD11,181.0,200.9842
1161,510.0,LOAD14,15.0,-0.10308
1162,510.0,LOAD2,910.0,46.7166
1163,510.0,LOAD19,258.0,227.3258
1164,510.0,LOAD22,648.0,8.3173
1165,510.0,LOAD23,219.0,227.5026
1166,510.0,LOAD13,178.0,200.0555
1167,510.0,LOAD10,175.0,187.2582
1168,510.0,LOAD15,1625.0,190.6408
1169,510.0,LOAD8,199.0,170.4447
1170,510.0,LOAD4,22.0,-2.2799
1171,510.0,LOAD6,343.0,30.1931
1172,510.0,LOAD17,980.0,203.0121
1173,520.0,LOAD6,1259.0,27.0038
1174,520.0,LOAD20,246.0,212.2222
1175,520.0,LOAD13,18.0,-2.4224
1176,520.0,LOAD21,174.0,176.5638
1177,520.0,LOAD2,2835.0,52.184
1178,520.0,LOAD16,330.0,161.5312
1179,520.0,LOAD1,828.0,-19.3082
1180,520.0,LOAD15,203.0,-37.1469
1181,520.0,LOAD5,545.0,289.4135
1182,520.0,LOAD18,178.0,215.0984
1183,520.0,LOAD10,25.0,-2.5649
1184,520.0,LOAD12,221.0,-30.8692
1185,520.0,LOAD14,135.0,151.7553
1186,520.0,LOAD3,57.0,-1.3168
1187,520.0,LOAD22,490.0,-19.9307
1188,520.0,LOAD23,59.0,-0.28498
1189,520.0,LOAD4,22.0,-2.2799
1190,520.0,LOAD8,21.0,-2.2799
1191,520.0,LOAD9,173.0,-1.8868
1192,520.0,LOAD17,828.0,-19.3082
1193,520.0,LOAD19,478.0,429.8037
1194,520.0,LOAD7,23.0,-1.528
1195,520.0,LOAD11,181.0,200.9842
1196,530.0,LOAD21,40.0,-3.338
1197,530.0,LOAD12,321.0,-30.8692
1198,530.0,LOAD9,18.0,-1.8868
1199,530.0,LOAD1,830.0,-12.9296
1200,530.0,LOAD18,178.0,215.0984
1201,530.0,LOAD6,345.0,27.0038
1202,530.0,LOAD7,23.0,-1.528
1203,530.0,LOAD17,830.0,-12.9296
1204,530.0,LOAD22,684.0,-13.5521
1205,530.0,LOAD8,21.0,-2.2799
1206,530.0,LOAD16,170.0,-40.9467
1207,530.0,LOAD14,135.0,151.7553
1208,530.0,LOAD5,665.0,36.3162
1209,530.0,LOAD4,22.0,-2.2799
1210,530.0,LOAD19,280.0,202.016
1211,530.0,LOAD15,215.0,-24.258
1212,530.0,LOAD3,77.0,-1.3168
1213,530.0,LOAD2,2913.0,52.184
1214,530.0,LOAD13,18.0,-2.4224
1215,530.0,LOAD20,448.0,212.2222
1216,530.0,LOAD23,114.0,-11.6753
1217,530.0,LOAD10,185.0,-2.5649
1218,530.0,LOAD11,181.0,200.9842
1219,540.0,LOAD17,3574.0,1132.4826
1220,540.0,LOAD22,900.0,60.1454
1221,540.0,LOAD11,21.0,-1.4936
1222,540.0,LOAD13,18.0,-2.4224
1223,540.0,LOAD23,164.0,-11.6753
1224,540.0,LOAD19,120.0,-0.46184
1225,540.0,LOAD4,204.0,-11.8478
1226,540.0,LOAD14,135.0,151.7553
1227,540.0,LOAD9,18.0,-1.8868
1228,540.0,LOAD7,23.0,-1.528
1229,540.0,LOAD3,207.0,-1.3168
1230,540.0,LOAD21,65.0,-3.338
1231,540.0,LOAD10,303.0,-14.4108
1232,540.0,LOAD5,665.0,36.3162
1233,540.0,LOAD2,3475.0,249.1945
1234,540.0,LOAD1,3574.0,1132.4826
1235,540.0,LOAD20,423.0,212.2222
1236,540.0,LOAD6,345.0,27.0038
1237,540.0,LOAD12,17.0,-1.7099
1238,540.0,LOAD16,170.0,-40.9467
1239,540.0,LOAD8,21.0,-2.2799
1240,540.0,LOAD15,2138.0,-13.455
1241,540.0,LOAD18,178.0,215.0984
1242,550.0,LOAD8,215.0,-32.2378
1243,550.0,LOAD16,220.0,-40.9467
1244,550.0,LOAD15,2138.0,-13.455
1245,550.0,LOAD3,307.0,-6.019
1246,550.0,LOAD12,17.0,-1.7099
1247,550.0,LOAD22,965.0,6.0061
1248,550.0,LOAD6,449.0,254.7914
1249,550.0,LOAD7,23.0,-1.528
1250,550.0,LOAD13,18.0,-2.4224
1251,550.0,LOAD9,18.0,-1.8868
1252,550.0,LOAD1,3532.0,1115.1693
1253,550.0,LOAD10,283.0,-5.2985
1254,550.0,LOAD20,373.0,-2.9105
1255,550.0,LOAD23,252.0,-38.1009
1256,550.0,LOAD18,178.0,215.0984
1257,550.0,LOAD5,765.0,36.3162
1258,550.0,LOAD11,21.0,-1.4936
1259,550.0,LOAD14,135.0,151.7553
1260,550.0,LOAD4,212.0,238.1626
1261,550.0,LOAD21,1489.0,-0.60433
1262,550.0,LOAD19,704.0,-0.46184
1263,550.0,LOAD17,3532.0,1115.1693
1264,550.0,LOAD2,3301.0,477.4937
1265,560.0,LOAD4,212.0,238.1626
1266,560.0,LOAD11,21.0,-1.4936
1267,560.0,LOAD13,18.0,-2.4224
1268,560.0,LOAD1,1259.0,-55.6256
1269,560.0,LOAD18,178.0,215.0984
1270,560.0,LOAD3,388.0,-9.2083
1271,560.0,LOAD6,455.0,252.0577
1272,560.0,LOAD8,2429.0,-47.5898
1273,560.0,LOAD16,205.0,-6.3991
1274,560.0,LOAD21,1840.0,201.8736
1275,560.0,LOAD22,725.0,6.0061
1276,560.0,LOAD5,857.0,30.8488
1277,560.0,LOAD14,135.0,151.7553
1278,560.0,LOAD19,489.0,-0.46184
1279,560.0,LOAD23,2532.0,-0.28498
