time,load,Pd,Qd
1898,830.0,LOAD5,534.0,273.1431
1899,830.0,LOAD23,181.0,-1.9949
1900,830.0,LOAD1,416.0,207.5682
1901,830.0,LOAD6,1334.0,538.2658
1902,830.0,LOAD3,189.0,-1.3168
1903,830.0,LOAD18,178.0,215.0984
1904,830.0,LOAD15,2634.0,41.2259
1905,830.0,LOAD4,5206.0,19.586
1906,830.0,LOAD13,18.0,-2.4224
1907,830.0,LOAD11,28.0,-1.4936
1908,830.0,LOAD21,175.0,201.8736
1909,840.0,LOAD10,778.0,265.1121
1910,840.0,LOAD17,281.0,-20.2194
1911,840.0,LOAD8,964.0,-44.6519
1912,840.0,LOAD21,175.0,201.8736
1913,840.0,LOAD9,2346.0,199.4753
1914,840.0,LOAD6,202.0,-4.8254
1915,840.0,LOAD4,645.0,117.0872
1916,840.0,LOAD11,128.0,-1.4936
1917,840.0,LOAD19,348.0,27.8652
1918,840.0,LOAD1,281.0,-20.2194
1919,840.0,LOAD7,23.0,-1.528
1920,840.0,LOAD20,2125.0,-11.5672
1921,840.0,LOAD15,726.0,337.0561
1922,840.0,LOAD23,281.0,-1.9949
1923,840.0,LOAD5,281.0,16.8564
1924,840.0,LOAD14,605.0,10.7531
1925,840.0,LOAD16,2325.5,201.7199
1926,840.0,LOAD3,189.0,-1.3168
1927,840.0,LOAD2,2833.0,312.9804
1928,840.0,LOAD22,31.0,-4.7173
1929,840.0,LOAD13,18.0,-2.4224
1930,840.0,LOAD18,178.0,215.0984
1931,840.0,LOAD12,17.0,-1.7099
1932,850.0,LOAD4,72.0,-9.4045
1933,850.0,LOAD13,68.0,-2.4224
1934,850.0,LOAD14,15.0,-0.10308
1935,850.0,LOAD22,24.0,-1.528
1936,850.0,LOAD19,368.0,18.7529
1937,850.0,LOAD16,4246.5,913.2026
1938,850.0,LOAD20,2125.0,-11.5672
1939,850.0,LOAD23,531.0,-24.7756
1940,850.0,LOAD7,23.0,-1.528
1941,850.0,LOAD15,432.0,197.8036
1942,850.0,LOAD11,228.0,-1.4936
1943,850.0,LOAD18,178.0,215.0984
1944,850.0,LOAD12,17.0,-1.7099
1945,850.0,LOAD2,2965.0,262.1241
1946,850.0,LOAD10,305.0,286.9816
1947,850.0,LOAD8,2292.0,515.297
1948,850.0,LOAD6,428.0,215.6724
1949,850.0,LOAD1,504.0,-32.9766
1950,850.0,LOAD3,411.0,22.9937
1951,850.0,LOAD9,276.0,8.1367
1952,850.0,LOAD17,504.0,-32.9766
1953,850.0,LOAD5,317.0,0.45434
1954,850.0,LOAD21,175.0,201.8736
1955,860.0,LOAD7,23.0,-1.528
1956,860.0,LOAD12,197.0,226.0777
1957,860.0,LOAD3,377.0,22.9937
1958,860.0,LOAD4,72.0,-9.4045
1959,860.0,LOAD15,429.0,194.6143
1960,860.0,LOAD22,24.0,-1.528
1961,860.0,LOAD1,479.0,-32.9766
1962,860.0,LOAD10,2225.0,250.5325
1963,860.0,LOAD2,2544.0,317.709
1964,860.0,LOAD11,181.0,200.9842
1965,860.0,LOAD14,15.0,-0.10308
1966,860.0,LOAD19,2288.0,-17.6962
1967,860.0,LOAD8,2120.0,507.7449
1968,860.0,LOAD16,2400.0,164.053
1969,860.0,LOAD13,312.0,-2.4224
1970,860.0,LOAD20,290.0,36.2722
1971,860.0,LOAD5,203.0,226.5102
1972,860.0,LOAD17,479.0,-32.9766
1973,860.0,LOAD23,719.0,-23.0657
1974,860.0,LOAD18,8.0,-0.034361
1975,860.0,LOAD9,246.0,8.1367
1976,860.0,LOAD6,468.0,215.6724
1977,860.0,LOAD21,369.0,201.8736
1978,870.0,LOAD17,527.0,-20.1668
1979,870.0,LOAD18,138.0,164.4789
1980,870.0,LOAD8,789.0,-44.003
1981,870.0,LOAD9,382.0,5.4031
1982,870.0,LOAD1,527.0,-20.1668
1983,870.0,LOAD10,455.0,476.8046
1984,870.0,LOAD7,23.0,-1.528
1985,870.0,LOAD4,22.0,-2.2799
1986,870.0,LOAD15,493.0,204.9282
1987,870.0,LOAD23,729.0,-23.0657
1988,870.0,LOAD2,2369.0,-11.3176
1989,870.0,LOAD3,377.0,22.9937
1990,870.0,LOAD20,320.0,36.2722
1991,870.0,LOAD21,218.0,29.4705
1992,870.0,LOAD5,203.0,226.5102
1993,870.0,LOAD16,2360.0,164.053
1994,870.0,LOAD14,15.0,-0.10308
1995,870.0,LOAD13,502.0,200.0555
1996,870.0,LOAD12,197.0,226.0777
1997,870.0,LOAD19,348.0,27.8652
1998,870.0,LOAD6,2268.0,-7.5591
1999,870.0,LOAD22,24.0,-1.528
2000,870.0,LOAD11,181.0,200.9842
2001,880.0,LOAD22,124.0,125.0207
2002,880.0,LOAD2,2479.0,-11.3176
2003,880.0,LOAD11,21.0,-1.4936
2004,880.0,LOAD15,453.0,204.9282
2005,880.0,LOAD4,22.0,-2.2799
2006,880.0,LOAD10,255.0,223.7072
2007,880.0,LOAD23,712.0,-4.9872
2008,880.0,LOAD18,138.0,164.4789
2009,880.0,LOAD16,2130.0,-56.61
2010,880.0,LOAD5,203.0,226.5102
2011,880.0,LOAD3,358.0,20.26
2012,880.0,LOAD1,2738.0,-7.9179
2013,880.0,LOAD6,2267.0,-7.1035
2014,880.0,LOAD12,17.0,-1.7099
2015,880.0,LOAD9,2217.0,-42.4364
2016,880.0,LOAD8,1045.0,-44.003
2017,880.0,LOAD13,582.0,200.0555
2018,880.0,LOAD19,686.0,27.8652
2019,880.0,LOAD14,15.0,-0.10308
2020,880.0,LOAD20,426.0,33.5385
2021,880.0,LOAD17,2738.0,-7.9179
2022,880.0,LOAD7,23.0,-1.528
2023,880.0,LOAD21,224.0,26.7368
2024,890.0,LOAD15,2573.0,-22.8595
2025,890.0,LOAD18,138.0,164.4789
2026,890.0,LOAD16,2070.0,-44.4982
2027,890.0,LOAD4,22.0,-2.2799
2028,890.0,LOAD7,23.0,-1.528
2029,890.0,LOAD23,375.0,-31.4128
2030,890.0,LOAD3,578.0,224.0024
2031,890.0,LOAD6,2332.0,-7.1035
2032,890.0,LOAD1,2645.0,-7.9179
2033,890.0,LOAD13,2358.0,1032.0057
2034,890.0,LOAD20,2516.0,212.2222
2035,890.0,LOAD2,2433.0,-13.3125
2036,890.0,LOAD22,124.0,125.0207
2037,890.0,LOAD9,582.0,94.2477
2038,890.0,LOAD14,386.0,149.0217
2039,890.0,LOAD5,23.0,-1.2774
2040,890.0,LOAD8,1229.0,-56.6213
2041,890.0,LOAD11,21.0,-1.4936
2042,890.0,LOAD12,17.0,-1.7099
2043,890.0,LOAD17,2645.0,-7.9179
2044,890.0,LOAD10,105.0,33.8842
2045,890.0,LOAD21,334.0,194.7927
2046,890.0,LOAD19,822.0,237.4283
2047,900.0,LOAD11,181.0,200.9842
2048,900.0,LOAD4,22.0,-2.2799
2049,900.0,LOAD2,449.0,-13.3125
2050,900.0,LOAD1,431.0,-16.5219
2051,900.0,LOAD22,124.0,125.0207
2052,900.0,LOAD5,23.0,-1.2774
2053,900.0,LOAD17,431.0,-16.5219
2054,900.0,LOAD15,143.0,-4.3355
2055,900.0,LOAD16,2164.0,-41.7645
2056,900.0,LOAD20,716.0,348.9063
2057,900.0,LOAD14,446.0,149.0217
2058,900.0,LOAD9,612.0,94.2477
2059,900.0,LOAD13,2033.0,829.5278
2060,900.0,LOAD10,2025.0,-2.5649
2061,900.0,LOAD21,358.0,203.905
2062,900.0,LOAD8,646.0,-54.4821
2063,900.0,LOAD12,17.0,-1.7099
2064,900.0,LOAD18,138.0,164.4789
2065,900.0,LOAD6,2435.0,21.992
2066,900.0,LOAD3,578.0,224.0024
2067,900.0,LOAD19,2705.0,411.5791
2068,900.0,LOAD7,118.0,-15.0648
2069,900.0,LOAD23,674.0,221.6845
2070,910.0,LOAD2,375.0,-7.9241
2071,910.0,LOAD15,149.0,-7.0691
2072,910.0,LOAD23,861.0,434.2255
2073,910.0,LOAD8,566.0,-54.4821
2074,910.0,LOAD14,500.0,159.9368
2075,910.0,LOAD4,212.0,238.1626
2076,910.0,LOAD3,305.0,8.8697
2077,910.0,LOAD12,17.0,-1.7099
2078,910.0,LOAD21,475.0,203.905
2079,910.0,LOAD5,23.0,-1.2774
2080,910.0,LOAD17,348.0,-20.2194
2081,910.0,LOAD9,412.0,25.9057
2082,910.0,LOAD19,2836.0,405.2005
2083,910.0,LOAD22,124.0,125.0207
2084,910.0,LOAD6,2446.0,24.7257
2085,910.0,LOAD11,181.0,200.9842
2086,910.0,LOAD16,2170.0,-44.4982
2087,910.0,LOAD20,716.0,348.9063
2088,910.0,LOAD10,2025.0,-2.5649
2089,910.0,LOAD18,8.0,-0.034361
2090,910.0,LOAD7,2048.0,-1.528
2091,910.0,LOAD13,347.0,-2.4224
2092,910.0,LOAD1,348.0,-20.2194
2093,920.0,LOAD23,696.0,181.1281
2094,920.0,LOAD4,212.0,238.1626
2095,920.0,LOAD3,240.0,-15.4408
2096,920.0,LOAD6,1910.0,24.7257
2097,920.0,LOAD11,181.0,200.9842
2098,920.0,LOAD1,346.0,-20.2194
2099,920.0,LOAD20,576.0,280.5642
2100,920.0,LOAD12,17.0,-1.7099
2101,920.0,LOAD22,130.0,122.287
2102,920.0,LOAD13,487.0,-2.4224
2103,920.0,LOAD9,226.0,-39.7027
2104,920.0,LOAD18,98.0,-0.034361
2105,920.0,LOAD19,898.0,106.1517
2106,920.0,LOAD5,223.0,251.82
2107,920.0,LOAD21,176.0,-0.60433
2108,920.0,LOAD10,325.0,134.1192
2109,920.0,LOAD17,346.0,-20.2194
2110,920.0,LOAD15,158.0,-11.1697
2111,920.0,LOAD16,2132.0,-49.7704
2112,920.0,LOAD2,557.0,132.8973
2113,920.0,LOAD7,2077.0,-1.528
2114,920.0,LOAD14,671.0,144.9016
2115,920.0,LOAD8,568.0,-59.9494
2116,930.0,LOAD7,1030.0,408.5241
2117,930.0,LOAD3,260.0,-15.4408
2118,930.0,LOAD23,4421.0,-33.1227
2119,930.0,LOAD8,556.0,-54.4821
2120,930.0,LOAD14,503.0,144.9016
2121,930.0,LOAD10,175.0,65.7772
2122,930.0,LOAD17,2282.0,-17.0301
2123,930.0,LOAD2,394.0,159.3229
2124,930.0,LOAD16,2331.0,146.3289
2125,930.0,LOAD6,1778.0,257.9807
2126,930.0,LOAD1,2282.0,-17.0301
2127,930.0,LOAD13,4073.61,-7.8897
2128,930.0,LOAD21,175.0,-11.4337
2129,930.0,LOAD11,181.0,200.9842
2130,930.0,LOAD20,672.0,-16.4473
2131,930.0,LOAD5,223.0,251.82
2132,930.0,LOAD9,143.0,-13.2771
2133,930.0,LOAD18,256.0,-0.034361
2134,930.0,LOAD22,411.0,122.287
2135,930.0,LOAD15,158.0,-11.1697
2136,930.0,LOAD4,212.0,238.1626
2137,930.0,LOAD19,748.0,37.8097
2138,930.0,LOAD12,17.0,-1.7099
2139,940.0,LOAD3,2309.0,-4.0505
2140,940.0,LOAD4,212.0,238.1626
2141,940.0,LOAD20,2251.0,-2.9105
2142,940.0,LOAD1,2238.0,-19.7638
2143,940.0,LOAD22,423.0,23.8082
2144,940.0,LOAD11,21.0,-1.4936
2145,940.0,LOAD17,2238.0,-19.7638
2146,940.0,LOAD5,193.0,36.3162
2147,940.0,LOAD7,290.0,44.0333
2148,940.0,LOAD16,2347.5,113.7919
2149,940.0,LOAD23,3411.0,376.9294
2150,940.0,LOAD19,814.0,44.1883
2151,940.0,LOAD6,1504.0,226.1515
2152,940.0,LOAD21,179.0,-14.1674
2153,940.0,LOAD15,2028.0,868.6199
2154,940.0,LOAD18,286.0,-0.034361
2155,940.0,LOAD8,802.0,-49.0147
2156,940.0,LOAD2,411.0,158.5841
2157,940.0,LOAD14,517.0,-9.6905
2158,940.0,LOAD12,137.0,150.1485
2159,940.0,LOAD9,18.0,-1.8868
2160,940.0,LOAD13,493.0,-7.8897
2161,940.0,LOAD10,315.0,65.7772
2162,950.0,LOAD17,2537.0,210.7575
2163,950.0,LOAD1,2537.0,210.7575
2164,950.0,LOAD21,357.0,-19.2971
2165,950.0,LOAD18,298.0,-0.034361
2166,950.0,LOAD23,3381.0,376.9294
2167,950.0,LOAD15,2042.0,862.2413
2168,950.0,LOAD13,433.0,-7.8897
2169,950.0,LOAD20,2314.0,-11.8875
2170,950.0,LOAD6,964.0,-1.6361
2171,950.0,LOAD5,361.0,19.9141
2172,950.0,LOAD3,261.0,-4.0505
2173,950.0,LOAD4,22.0,-2.2799
2174,950.0,LOAD7,230.0,44.0333
2175,950.0,LOAD14,595.0,-4.2232
2176,950.0,LOAD10,285.0,-11.6771
2177,950.0,LOAD2,440.0,158.5841
2178,950.0,LOAD8,1013.0,117.2187
2179,950.0,LOAD16,417.5,137.4838
2180,950.0,LOAD22,717.0,15.6071
2181,950.0,LOAD19,704.0,-5.9292
2182,950.0,LOAD12,317.0,377.9361
2183,950.0,LOAD9,198.0,225.9009
2184,950.0,LOAD11,21.0,-1.4936
2185,960.0,LOAD2,243.0,290.6001
2186,960.0,LOAD16,1247.5,-62.2604
2187,960.0,LOAD19,2176.0,-28.571
2188,960.0,LOAD14,449.0,22.2024
2189,960.0,LOAD17,2513.0,210.3019
2190,960.0,LOAD1,2513.0,210.3019
2191,960.0,LOAD7,243.0,41.2997
2192,960.0,LOAD6,24.0,-1.6361
2193,960.0,LOAD9,475.0,225.9009
2194,960.0,LOAD5,299.0,33.5825
2195,960.0,LOAD20,1095.0,650.3178
2196,960.0,LOAD13,393.0,-7.8897
2197,960.0,LOAD10,280.0,-25.2139
2198,960.0,LOAD18,298.0,215.0984
2199,960.0,LOAD4,22.0,-2.2799
2200,960.0,LOAD15,36.0,-10.714
2201,960.0,LOAD22,483.0,23.8082
2202,960.0,LOAD23,2581.0,12.4386
2203,960.0,LOAD3,284.0,-4.0505
2204,960.0,LOAD8,846.0,109.1493
2205,960.0,LOAD21,2315.0,-28.4094
2206,960.0,LOAD12,439.0,377.9361
2207,960.0,LOAD11,21.0,-1.4936
2208,970.0,LOAD1,2491.0,219.4141
2209,970.0,LOAD21,2520.0,171.7904
2210,970.0,LOAD13,553.0,194.5882
2211,970.0,LOAD5,401.0,25.406
2212,970.0,LOAD15,42.0,-13.4477
2213,970.0,LOAD16,243.0,-24.4512
2214,970.0,LOAD9,503.0,217.9213
2215,970.0,LOAD22,573.0,23.8082
2216,970.0,LOAD10,4772.88,-25.2139
2217,970.0,LOAD6,24.0,-1.6361
2218,970.0,LOAD20,295.0,285.827
2219,970.0,LOAD11,21.0,-1.4936
2220,970.0,LOAD14,291.0,-2.8368
2221,970.0,LOAD7,457.0,132.4224
2222,970.0,LOAD3,544.0,211.0823
2223,970.0,LOAD4,22.0,-2.2799
2224,970.0,LOAD12,137.0,150.1485
2225,970.0,LOAD8,3015.0,137.3782
2226,970.0,LOAD23,2238.0,12.4386
2227,970.0,LOAD17,2491.0,219.4141
2228,970.0,LOAD19,2260.0,-28.571
2229,970.0,LOAD2,113.0,126.0868
2230,970.0,LOAD18,238.0,215.0984
2231,980.0,LOAD10,2025.0,-2.5649
2232,980.0,LOAD21,548.0,169.0567
2233,980.0,LOAD20,295.0,285.827
2234,980.0,LOAD22,436.0,20.6189
2235,980.0,LOAD19,2288.0,-4.8791
2236,980.0,LOAD13,575.0,183.5073
2237,980.0,LOAD11,21.0,-1.4936
2238,980.0,LOAD9,308.0,-9.8663
2239,980.0,LOAD16,2143.0,782.8959
2240,980.0,LOAD17,2391.0,219.4141
2241,980.0,LOAD7,504.0,135.156
2242,980.0,LOAD12,17.0,-1.7099
2243,980.0,LOAD14,437.0,-2.8368
2244,980.0,LOAD23,1937.0,12.4386
2245,980.0,LOAD5,461.0,25.406
2246,980.0,LOAD4,22.0,-2.2799
2247,980.0,LOAD1,2391.0,219.4141
2248,980.0,LOAD18,303.0,215.0984
2249,980.0,LOAD6,1164.0,30.1931
2250,980.0,LOAD15,42.0,-13.4477
2251,980.0,LOAD2,273.0,328.5647
2252,980.0,LOAD3,604.0,211.0823
2253,980.0,LOAD8,5189.0,160.1589
2254,990.0,LOAD5,608.0,250.0043
2255,990.0,LOAD10,925.0,407.4873
2256,990.0,LOAD3,2747.0,-4.0505
2257,990.0,LOAD2,273.0,328.5647
2258,990.0,LOAD13,639.0,-18.9706
2259,990.0,LOAD7,261.0,-10.6475
2260,990.0,LOAD18,263.0,215.0984
2261,990.0,LOAD20,295.0,285.827
2262,990.0,LOAD11,21.0,-1.4936
2263,990.0,LOAD8,1681.0,393.0429
2264,990.0,LOAD21,734.0,348.2198
2265,990.0,LOAD15,67.0,-13.4477
2266,990.0,LOAD19,696.0,-0.46184
2267,990.0,LOAD1,2263.0,-15.7831
2268,990.0,LOAD4,22.0,-2.2799
2269,990.0,LOAD17,2263.0,-15.7831
2270,990.0,LOAD22,486.0,16.3441
2271,990.0,LOAD6,255.0,24.9208
2272,990.0,LOAD9,356.0,-9.8663
2273,990.0,LOAD16,2160.0,782.8959
2274,990.0,LOAD14,617.0,174.3314
2275,990.0,LOAD23,1804.0,129.9869
2276,990.0,LOAD12,17.0,-1.7099
2277,1000.0,LOAD12,3645.39,-1.7099
2278,1000.0,LOAD7,201.0,-3.5229
2279,1000.0,LOAD18,123.0,-0.034361
2280,1000.0,LOAD8,552.0,31.2858
2281,1000.0,LOAD23,1424.0,239.2756
2282,1000.0,LOAD6,345.0,20.3647
2283,1000.0,LOAD21,630.0,353.3495
2284,1000.0,LOAD22,622.0,16.3441
2285,1000.0,LOAD19,2871.0,202.016
2286,1000.0,LOAD16,2341.0,759.204
2287,1000.0,LOAD20,305.0,136.5072
2288,1000.0,LOAD9,326.0,-9.8663
2289,1000.0,LOAD13,730.0,-12.592
2290,1000.0,LOAD11,21.0,-1.4936
2291,1000.0,LOAD4,22.0,-2.2799
2292,1000.0,LOAD14,622.0,174.3314
2293,1000.0,LOAD1,2250.0,-10.3684
2294,1000.0,LOAD3,4582.0,-4.0505
2295,1000.0,LOAD10,925.0,407.4873
2296,1000.0,LOAD5,678.0,250.0043
2297,1000.0,LOAD2,273.0,328.5647
2298,1000.0,LOAD15,67.0,-13.4477
2299,1000.0,LOAD17,2250.0,-10.3684
2300,1010.0,LOAD21,396.0,159.7061
2301,1010.0,LOAD6,539.0,248.1523
2302,1010.0,LOAD12,3645.39,-1.7099
2303,1010.0,LOAD11,21.0,-1.4936
2304,1010.0,LOAD1,2261.0,-9.9128
2305,1010.0,LOAD5,528.0,8.5483
2306,1010.0,LOAD20,305.0,136.5072
2307,1010.0,LOAD16,505.0,-77.3023
2308,1010.0,LOAD3,2133.0,-4.0505
2309,1010.0,LOAD19,856.0,202.016
2310,1010.0,LOAD22,598.0,20.6189
2311,1010.0,LOAD2,113.0,126.0868
2312,1010.0,LOAD17,2261.0,-9.9128
2313,1010.0,LOAD8,620.0,38.8379
2314,1010.0,LOAD4,2342.0,-2.2799
2315,1010.0,LOAD18,95.0,-0.034361
2316,1010.0,LOAD15,57.0,-20.2819
2317,1010.0,LOAD14,831.0,285.6402
2318,1010.0,LOAD7,221.0,-3.5229
2319,1010.0,LOAD10,125.0,42.9965
2320,1010.0,LOAD9,4273.0,943.7326
2321,1010.0,LOAD13,618.0,-7.1246
2322,1010.0,LOAD23,1411.0,239.2756
2323,1020.0,LOAD1,2261.0,-9.9128
2324,1020.0,LOAD15,322.0,214.3399
2325,1020.0,LOAD11,21.0,-1.4936
2326,1020.0,LOAD5,677.0,262.1012
2327,1020.0,LOAD12,17.0,-1.7099
2328,1020.0,LOAD4,170.0,-5.0136
2329,1020.0,LOAD10,325.0,296.0938
2330,1020.0,LOAD14,746.0,108.4721
2331,1020.0,LOAD3,312.0,-4.0505
2332,1020.0,LOAD2,113.0,126.0868
2333,1020.0,LOAD23,426.0,246.4002
2334,1020.0,LOAD9,4328.0,943.7326
2335,1020.0,LOAD13,552.0,23.8571
2336,1020.0,LOAD17,2261.0,-9.9128
2337,1020.0,LOAD7,194.0,-3.5229
2338,1020.0,LOAD6,782.0,252.7085
2339,1020.0,LOAD8,459.0,38.8379
2340,1020.0,LOAD21,300.0,-30.8473
2341,1020.0,LOAD18,175.0,36.4147
2342,1020.0,LOAD19,996.0,209.1012
2343,1020.0,LOAD20,225.0,207.8313
2344,1020.0,LOAD22,443.0,-3.073
2345,1020.0,LOAD16,461.0,-52.8716
2346,1030.0,LOAD2,171.0,-0.46184
2347,1030.0,LOAD18,2185.0,-3.5967
2348,1030.0,LOAD3,306.0,-1.3168
2349,1030.0,LOAD17,2712.0,-15.8357
2350,1030.0,LOAD22,456.0,9.2285
2351,1030.0,LOAD13,2486.0,-18.9706
2352,1030.0,LOAD5,223.0,251.82
2353,1030.0,LOAD9,280.0,-1.8868
2354,1030.0,LOAD8,679.0,129.9606
2355,1030.0,LOAD23,251.0,-6.6971
2356,1030.0,LOAD1,2712.0,-15.8357
2357,1030.0,LOAD12,17.0,-1.7099
2358,1030.0,LOAD15,463.0,207.0501
2359,1030.0,LOAD21,225.0,-8.0666
2360,1030.0,LOAD14,720.0,111.2057
2361,1030.0,LOAD20,175.0,214.9559
2362,1030.0,LOAD6,2888.0,8.6504
2363,1030.0,LOAD7,175.0,-6.2566
2364,1030.0,LOAD11,181.0,200.9842
2365,1030.0,LOAD10,325.0,296.0938
2366,1030.0,LOAD16,635.0,-21.2931
2367,1030.0,LOAD4,150.0,-5.0136
2368,1030.0,LOAD19,902.0,197.2553
2369,1040.0,LOAD19,921.0,187.3707
2370,1040.0,LOAD12,197.0,226.0777
2371,1040.0,LOAD14,708.0,105.2828
2372,1040.0,LOAD16,954.0,94.9326
2373,1040.0,LOAD3,2144.0,-6.7842
2374,1040.0,LOAD18,2287.0,-3.5967
2375,1040.0,LOAD11,181.0,200.9842
2376,1040.0,LOAD4,104.0,-11.3921
2377,1040.0,LOAD15,798.0,198.2383
2378,1040.0,LOAD13,2704.0,-7.1246
2379,1040.0,LOAD17,3897.0,-35.6576
2380,1040.0,LOAD2,573.0,-5.9292
2381,1040.0,LOAD8,610.0,131.6705
2382,1040.0,LOAD1,3897.0,-35.6576
2383,1040.0,LOAD10,525.0,387.2165
2384,1040.0,LOAD22,3868.37,135.7772
2385,1040.0,LOAD9,256.0,-4.6204
2386,1040.0,LOAD23,512.0,196.3748
2387,1040.0,LOAD20,175.0,214.9559
2388,1040.0,LOAD5,223.0,251.82
2389,1040.0,LOAD6,2918.0,8.6504
2390,1040.0,LOAD7,1056.0,-3.5229
2391,1040.0,LOAD21,257.0,-16.9011
2392,1050.0,LOAD18,355.0,32.8524
2393,1050.0,LOAD16,1326.0,89.4653
2394,1050.0,LOAD13,742.0,21.0599
2395,1050.0,LOAD14,582.0,119.4068
2396,1050.0,LOAD5,23.0,-1.2774
2397,1050.0,LOAD3,2212.0,211.0823
2398,1050.0,LOAD2,515.0,-11.3966
2399,1050.0,LOAD10,275.0,243.4079
2400,1050.0,LOAD11,241.0,200.9842
2401,1050.0,LOAD15,509.0,198.2383
2402,1050.0,LOAD7,231.0,-27.9536
2403,1050.0,LOAD1,1964.0,-35.6576
2404,1050.0,LOAD22,3908.37,135.7772
2405,1050.0,LOAD9,261.0,-9.6077
2406,1050.0,LOAD6,4769.0,22.1872
2407,1050.0,LOAD19,813.0,-39.5057
2408,1050.0,LOAD21,139.0,-14.1674
2409,1050.0,LOAD20,5.0,-0.17685
2410,1050.0,LOAD23,382.0,222.8004
2411,1050.0,LOAD8,360.0,-12.1382
2412,1050.0,LOAD12,204.0,226.0777
2413,1050.0,LOAD17,1964.0,-35.6576
2414,1050.0,LOAD4,229.0,-28.2498
2415,1060.0,LOAD12,122.0,-4.4436
2416,1060.0,LOAD2,479.0,-22.3313
2417,1060.0,LOAD17,2250.0,-35.6576
2418,1060.0,LOAD10,225.0,180.1335
2419,1060.0,LOAD8,450.0,-5.0136
2420,1060.0,LOAD9,255.0,-6.874
2421,1060.0,LOAD15,509.0,198.2383
2422,1060.0,LOAD4,599.0,-56.3572
2423,1060.0,LOAD22,3817.37,127.1206
2424,1060.0,LOAD11,241.0,200.9842
2425,1060.0,LOAD16,1337.0,89.4653
2426,1060.0,LOAD7,475.0,-8.4333
2427,1060.0,LOAD14,284.0,-32.4516
2428,1060.0,LOAD1,2250.0,-35.6576
2429,1060.0,LOAD3,2146.0,213.816
2430,1060.0,LOAD13,926.0,223.5378
2431,1060.0,LOAD20,60.0,-0.17685
2432,1060.0,LOAD23,382.0,222.8004
2433,1060.0,LOAD21,159.0,-23.2797
2434,1060.0,LOAD18,355.0,32.8524
2435,1060.0,LOAD5,111.0,-12.1876
2436,1060.0,LOAD19,982.0,-23.9359
2437,1060.0,LOAD6,3780.0,432.2393
2438,1070.0,LOAD9,467.0,-6.874
2439,1070.0,LOAD16,23.0,-1.6705
2440,1070.0,LOAD14,2532.0,-32.4516
2441,1070.0,LOAD13,637.0,223.5378
2442,1070.0,LOAD23,1155.0,-0.28498
2443,1070.0,LOAD22,3732.37,138.5109
2444,1070.0,LOAD20,36.0,-2.9105
2445,1070.0,LOAD17,872.0,-35.6576
2446,1070.0,LOAD15,329.0,-29.5494
2447,1070.0,LOAD6,1457.0,429.5056
2448,1070.0,LOAD2,602.0,11.4666
2449,1070.0,LOAD21,194.0,-18.5511
2450,1070.0,LOAD12,313.0,-18.5676
2451,1070.0,LOAD1,872.0,-35.6576
2452,1070.0,LOAD4,835.0,-109.2084
2453,1070.0,LOAD7,821.0,-40.3262
2454,1070.0,LOAD11,248.0,200.9842
2455,1070.0,LOAD18,355.0,21.4621
2456,1070.0,LOAD3,198.0,-6.019
2457,1070.0,LOAD8,450.0,-5.0136
2458,1070.0,LOAD19,3451.0,-23.9359
2459,1070.0,LOAD5,1383.0,16.3835
2460,1070.0,LOAD10,175.0,187.2582
2461,1080.0,LOAD9,1081.0,220.9136
2462,1080.0,LOAD18,1979.0,21.4621
2463,1080.0,LOAD8,404.0,-2.2799
2464,1080.0,LOAD13,2752.0,127.859
2465,1080.0,LOAD15,189.0,-29.5494
2466,1080.0,LOAD7,851.0,-45.7936
2467,1080.0,LOAD17,3144.0,-46.9145
2468,1080.0,LOAD11,268.0,237.4333
2469,1080.0,LOAD22,810.0,119.6565
2470,1080.0,LOAD3,2583.0,-6.019
2471,1080.0,LOAD21,191.0,-17.3023
2472,1080.0,LOAD20,86.0,-2.9105
2473,1080.0,LOAD10,25.0,-2.5649
2474,1080.0,LOAD4,683.0,-71.8481
2475,1080.0,LOAD12,1145.0,-88.2765
2476,1080.0,LOAD23,227.0,-26.7106
2477,1080.0,LOAD16,23.0,-1.6705
2478,1080.0,LOAD5,1475.0,10.8916
2479,1080.0,LOAD1,3144.0,-46.9145
2480,1080.0,LOAD2,2620.0,-18.8588
2481,1080.0,LOAD6,686.0,292.8025
2482,1080.0,LOAD14,206.0,-32.4516
2483,1080.0,LOAD19,3555.0,-18.4685
2484,1090.0,LOAD20,179.0,-11.1116
2485,1090.0,LOAD1,3134.0,-54.257
2486,1090.0,LOAD21,307.0,157.1322
2487,1090.0,LOAD13,728.0,68.4437
2488,1090.0,LOAD7,749.0,0.67899
2489,1090.0,LOAD12,1307.0,-89.1877
2490,1090.0,LOAD23,227.0,-26.7106
2491,1090.0,LOAD10,25.0,-2.5649
2492,1090.0,LOAD3,2665.0,-6.019
2493,1090.0,LOAD9,1021.0,220.9136
2494,1090.0,LOAD8,372.0,-2.2799
2495,1090.0,LOAD19,1066.0,-32.1369
2496,1090.0,LOAD14,212.0,-35.1853
2497,1090.0,LOAD16,817.0,169.7527
2498,1090.0,LOAD22,790.0,119.6565
2499,1090.0,LOAD18,2200.0,-3.5967
2500,1090.0,LOAD5,1475.0,10.8916
2501,1090.0,LOAD17,3134.0,-54.257
2502,1090.0,LOAD6,656.0,292.8025
2503,1090.0,LOAD2,2616.0,-7.9241
